,frame,character,emotion,phonem,blinking_choice,eyes_emotion_choice,intensity,eyes_position,mouth_image_path,pause,word,head_direction,screen_mode,background_type,background_name,body_action,body_path,reaction_bool,reaction,zoom,eye_path,head_rotation,head_path,background_path,key
624,624,9,glare,UW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareUW1glare_2_RTrueRMplainplainwallwhybody1-1o_small_s1.5
625,625,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareVglare_2_RTrueRMplainplainwallwhybody1-1f_s1.5
626,626,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareVglare_2_RTrueRMplainplainwallwhybody1-1f_s1.5
627,627,9,glare,AH0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareAH0glare_2_RTrueRMplainplainwallwhybody1-1a_e_s1.5
628,628,9,glare,AH0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareAH0glare_2_RTrueRMplainplainwallwhybody1-1a_e_s1.5
629,629,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareNglare_2_RTrueRMplainplainwallwhybody1-1th_s1.5
630,630,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareNglare_2_RTrueRMplainplainwallwhybody1-1th_s1.5
631,631,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareTglare_2_RTrueRMplainplainwallwhybody1-1th_s1.5
632,632,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareTglare_2_RTrueRMplainplainwallwhybody1-1th_s1.5
633,633,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwallwhybody1-1m_b_close_s1.5
634,634,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareMglare_2_RTrueRMplainplainwallwhybody1-1m_b_close_s1.5
635,635,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareMglare_2_RTrueRMplainplainwallwhybody1-1m_b_close_s1.5
636,636,9,glare,UW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareUW1glare_2_RTrueRMplainplainwallwhybody1-1o_small_s1.5
637,637,9,glare,UW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareUW1glare_2_RTrueRMplainplainwallwhybody1-1o_small_s1.5
638,638,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareVglare_2_RTrueRMplainplainwallwhybody1-1f_s1.5
639,639,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareVglare_2_RTrueRMplainplainwallwhybody1-1f_s1.5
640,640,9,glare,AH0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareAH0glare_2_RTrueRMplainplainwallwhybody1-1a_e_s1.5
641,641,9,glare,AH0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareAH0glare_2_RTrueRMplainplainwallwhybody1-1a_e_s1.5
642,642,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareNglare_2_RTrueRMplainplainwallwhybody1-1th_s1.5
643,643,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareNglare_2_RTrueRMplainplainwallwhybody1-1th_s1.5
644,644,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareTglare_2_RTrueRMplainplainwallwhybody1-1th_s1.5
645,645,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareTglare_2_RTrueRMplainplainwallwhybody1-1th_s1.5
646,646,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,me,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareMglare_2_RTrueRMplainplainwallwhybody1-1m_b_close_s1.5
647,647,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,me,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareMglare_2_RTrueRMplainplainwallwhybody1-1m_b_close_s1.5
648,648,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,me,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareMglare_2_RTrueRMplainplainwallwhybody1-1m_b_close_s1.5
649,649,9,glare,IY1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,me,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareIY1glare_2_RTrueRMplainplainwallwhybody1-1a_e_s1.5
650,650,9,glare,IY1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,me,M,plain,plain,wall,why,./images/body/character_9/why/body1.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareIY1glare_2_RTrueRMplainplainwallwhybody1-1a_e_s1.5
651,651,9,glare,ER0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareER0glare_2_RTrueRMplainplainwalltechnicalbody35-1a_e_s1.5
652,652,9,glare,ER0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareER0glare_2_RTrueRMplainplainwalltechnicalbody35-1a_e_s1.5
653,653,9,glare,ER0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareER0glare_2_RTrueRMplainplainwalltechnicalbody35-1a_e_s1.5
654,654,9,glare,AW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareAW1glare_2_RTrueRMplainplainwalltechnicalbody35-1a_e_s1.5
655,655,9,glare,AW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareAW1glare_2_RTrueRMplainplainwalltechnicalbody35-1a_e_s1.5
656,656,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,around,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareNglare_2_RTrueRMplainplainwalltechnicalbody35-1th_s1.5
657,657,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,around,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareNglare_2_RTrueRMplainplainwalltechnicalbody35-1th_s1.5
658,658,9,glare,D,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,around,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareDglare_2_RTrueRMplainplainwalltechnicalbody35-1d_j_ch_s1.5
659,659,9,glare,D,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,around,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareDglare_2_RTrueRMplainplainwalltechnicalbody35-3d_j_ch_s1.5
660,660,9,glare,W,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,one,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareWglare_2_RTrueRMplainplainwalltechnicalbody35-3o_small_s1.5
661,661,9,glare,W,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,one,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareWglare_2_RTrueRMplainplainwalltechnicalbody35-3o_small_s1.5
662,662,9,glare,AH1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,one,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareAH1glare_2_RTrueRMplainplainwalltechnicalbody35-3a_e_s1.5
663,663,9,glare,AH1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,one,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareAH1glare_2_RTrueRMplainplainwalltechnicalbody35-3a_e_s1.5
664,664,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,one,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareNglare_2_RTrueRMplainplainwalltechnicalbody35-3th_s1.5
665,665,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,one,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareNglare_2_RTrueRMplainplainwalltechnicalbody35-3th_s1.5
666,666,9,glare,AW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,hour,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareAW1glare_2_RTrueRMplainplainwalltechnicalbody35-3a_e_s1.5
667,667,9,glare,ER0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,hour,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareER0glare_2_RTrueRMplainplainwalltechnicalbody35-3a_e_s1.5
668,668,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
669,669,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
670,670,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
671,671,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
672,672,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
673,673,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
674,674,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
675,675,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
676,676,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
677,677,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
678,678,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
679,679,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
680,680,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
681,681,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
682,682,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes_blinking/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
683,683,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes_blinking/glare_2/02.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnan02TrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
684,684,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes_blinking/glare_2/03.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnan03TrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
685,685,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes_blinking/glare_2/04.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnan04TrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
686,686,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes_blinking/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
687,687,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
688,688,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
689,689,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
690,690,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
691,691,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
692,692,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
693,693,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9sadnanglare_2_RTrueRMplainplainwalltechnicalbody35-3m_b_close_s1.5
694,694,9,glare,W,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,was,M,plain,plain,wall,technical,./images/body/character_9/technical/body35.png,False,glare,1.5,./images/eyes/character_9/side_eyes/glare_2/glare_2_M.png,-3,./images/head/character_9/M.png,./images/background/plain/character_9/wall.png,9glareWglare_2_MTrueMMplainplainwalltechnicalbody35-3o_small_s1.5
