frame,character,emotion,phonem,blinking_choice,eyes_emotion_choice,intensity,eyes_position,mouth_image_path,pause,word,head_direction,screen_mode,background_type,background_name,body_action,body_path,reaction_bool,reaction,zoom 
1521,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1522,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1523,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1524,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1525,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1526,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1527,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1528,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1529,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1530,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1531,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1532,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1533,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1534,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1535,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1536,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1537,9,happy,,not_blinking,content,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,content,0.0
1538,9,happy,IH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,in,R,plain,plain,wall,technical,,False,happy,0.0
1539,9,happy,IH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,in,R,plain,plain,wall,technical,,False,happy,0.0
1540,9,happy,IH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,in,R,plain,plain,wall,technical,,False,happy,0.0
1541,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,in,R,plain,plain,wall,technical,,False,happy,0.0
1542,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,in,R,plain,plain,wall,technical,,False,happy,0.0
1543,9,happy,IH1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,it,R,plain,plain,wall,technical,,False,happy,0.0
1544,9,happy,IH1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,it,R,plain,plain,wall,technical,,False,happy,0.0
1545,9,happy,T,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,it,R,plain,plain,wall,technical,,False,happy,0.0
1546,9,happy,,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,happy,0.0
1547,9,happy,Y,not_blinking,happy,False,M,./images/mouth/character_9/happy/o_small_h.png,False,you,R,plain,plain,wall,technical,,False,happy,0.0
1548,9,happy,Y,not_blinking,happy,False,M,./images/mouth/character_9/happy/o_small_h.png,False,you,R,plain,plain,wall,technical,,False,happy,0.0
1549,9,happy,UW1,not_blinking,happy,False,M,./images/mouth/character_9/happy/o_small_h.png,False,you,R,plain,plain,wall,technical,,False,happy,0.0
1550,9,happy,D,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,don't,R,plain,plain,wall,technical,,False,happy,0.0
1551,9,happy,D,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,don't,R,plain,plain,wall,technical,,False,happy,0.0
1552,9,happy,OW1,not_blinking,happy,False,M,./images/mouth/character_9/happy/o_small_h.png,False,don't,R,plain,plain,wall,technical,,False,happy,0.0
1553,9,happy,OW1,not_blinking,happy,False,M,./images/mouth/character_9/happy/o_small_h.png,False,don't,R,plain,plain,wall,technical,,False,happy,0.0
1554,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,don't,R,plain,plain,wall,technical,,False,happy,0.0
1555,9,happy,T,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,don't,R,plain,plain,wall,technical,,False,happy,0.0
1556,9,happy,HH,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,have,R,plain,plain,wall,technical,,False,happy,0.0
1557,9,happy,HH,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,have,R,plain,plain,wall,technical,,False,happy,0.0
1558,9,happy,AE1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,have,R,plain,plain,wall,technical,,False,happy,0.0
1559,9,happy,AE1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,have,R,plain,plain,wall,technical,,False,happy,0.0
1560,9,happy,V,not_blinking,happy,False,M,./images/mouth/character_9/happy/f_h.png,False,have,R,plain,plain,wall,technical,,False,happy,0.0
1561,9,happy,T,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,to,R,plain,plain,wall,technical,,False,happy,0.0
1562,9,happy,T,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,to,R,plain,plain,wall,technical,,False,happy,0.0
1563,9,happy,UW1,not_blinking,happy,False,M,./images/mouth/character_9/happy/o_small_h.png,False,to,R,plain,plain,wall,technical,,False,happy,0.0
1564,9,happy,,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,R,plain,plain,wall,technical,,False,happy,0.0
1565,9,happy,W,not_blinking,happy,False,M,./images/mouth/character_9/happy/o_small_h.png,False,worry,L,plain,plain,wall,technical,,False,happy,0.0
1566,9,happy,W,not_blinking,happy,False,M,./images/mouth/character_9/happy/o_small_h.png,False,worry,L,plain,plain,wall,technical,,False,happy,0.0
1567,9,happy,W,not_blinking,happy,False,M,./images/mouth/character_9/happy/o_small_h.png,False,worry,L,plain,plain,wall,technical,,False,happy,0.0
1568,9,happy,ER1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,worry,L,plain,plain,wall,technical,,False,happy,0.0
1569,9,happy,ER1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,worry,L,plain,plain,wall,technical,,False,happy,0.0
1570,9,happy,IY0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,worry,L,plain,plain,wall,technical,,False,happy,0.0
1571,9,happy,IY0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,worry,L,plain,plain,wall,technical,,False,happy,0.0
1572,9,happy,AH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,about,L,plain,plain,wall,technical,,False,happy,0.0
1573,9,happy,AH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,about,L,plain,plain,wall,technical,,False,happy,0.0
1574,9,happy,AH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,about,L,plain,plain,wall,technical,,False,happy,0.0
1575,9,happy,B,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,False,about,L,plain,plain,wall,technical,,False,happy,0.0
1576,9,happy,B,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,False,about,L,plain,plain,wall,technical,,False,happy,0.0
1577,9,happy,AW1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,about,L,plain,plain,wall,technical,,False,happy,0.0
1578,9,happy,AW1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,about,L,plain,plain,wall,technical,,False,happy,0.0
1579,9,happy,T,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,about,L,plain,plain,wall,technical,,False,happy,0.0
1580,9,happy,T,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,about,L,plain,plain,wall,technical,,False,happy,0.0
1581,9,happy,,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,L,plain,plain,wall,technical,,False,happy,0.0
1582,9,happy,,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,L,plain,plain,wall,technical,,False,happy,0.0
1583,9,happy,EH1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,any,L,plain,plain,wall,explain,,False,happy,0.0
1584,9,happy,EH1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,any,L,plain,plain,wall,explain,,False,happy,0.0
1585,9,happy,EH1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,any,L,plain,plain,wall,explain,,False,happy,0.0
1586,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,any,L,plain,plain,wall,explain,,False,happy,0.0
1587,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,any,L,plain,plain,wall,explain,,False,happy,0.0
1588,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,any,L,plain,plain,wall,explain,,False,happy,0.0
1589,9,happy,IY0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,any,L,plain,plain,wall,explain,,False,happy,0.0
1590,9,happy,IY0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,any,L,plain,plain,wall,explain,,False,happy,0.0
1591,9,happy,IY0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,any,L,plain,plain,wall,explain,,False,happy,0.0
1592,9,happy,AE2,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1593,9,happy,AE2,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1594,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1595,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1596,9,happy,AH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1597,9,happy,AH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1598,9,happy,M,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1599,9,happy,M,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1600,9,happy,EY1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1601,9,happy,EY1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1602,9,happy,SH,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1603,9,happy,SH,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1604,9,happy,,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,L,plain,plain,wall,explain,,False,happy,0.0
1605,9,happy,AE2,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1606,9,happy,AE2,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1607,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1608,9,happy,N,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1609,9,happy,AH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1610,9,happy,AH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1611,9,happy,M,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1612,9,happy,M,not_blinking,happy,False,M,./images/mouth/character_9/happy/m_b_close_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1613,9,happy,EY1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1614,9,happy,EY1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1615,9,happy,SH,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1616,9,happy,SH,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,animation,L,plain,plain,wall,explain,,False,happy,0.0
1617,9,happy,D,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1618,9,happy,D,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1619,9,happy,D,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1620,9,happy,D,not_blinking,happy,False,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1621,9,happy,R,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1622,9,happy,R,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1623,9,happy,R,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1624,9,happy,AO1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1625,9,happy,AO1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1626,9,happy,AO1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1627,9,happy,IH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1628,9,happy,IH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1629,9,happy,IH0,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1630,9,happy,NG,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1631,9,happy,NG,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1632,9,happy,NG,not_blinking,happy,False,M,./images/mouth/character_9/happy/th_h.png,False,drawing,L,plain,plain,wall,explain,,False,happy,0.0
1633,9,happy,AO1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,all,L,plain,plain,wall,explain,,False,happy,0.0
1634,9,happy,AO1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,all,L,plain,plain,wall,explain,,False,happy,0.0
1635,9,happy,AO1,not_blinking,happy,False,M,./images/mouth/character_9/happy/a_e_h.png,False,all,L,plain,plain,wall,explain,,False,happy,0.0
1636,9,happy,L,not_blinking,happy,False,M,./images/mouth/character_9/happy/l_h.png,False,all,L,plain,plain,wall,explain,,False,happy,0.0
1637,9,happy,L,not_blinking,happy,False,M,./images/mouth/character_9/happy/l_h.png,False,all,L,plain,plain,wall,explain,,False,happy,0.0
1638,9,happy,L,not_blinking,happy,False,M,./images/mouth/character_9/happy/l_h.png,False,all,L,plain,plain,wall,explain,,False,happy,0.0
1639,9,spoked,HH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,have,L,plain,plain,wall,explain,,False,spoked,0.0
1640,9,spoked,HH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,have,L,plain,plain,wall,explain,,False,spoked,0.0
1641,9,spoked,AE1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,have,L,plain,plain,wall,explain,,False,spoked,0.0
1642,9,spoked,V,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,have,L,plain,plain,wall,explain,,False,spoked,0.0
1643,9,spoked,T,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,to,L,plain,plain,wall,explain,,False,spoked,0.0
1644,9,spoked,T,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,to,L,plain,plain,wall,explain,,False,spoked,0.0
1645,9,spoked,UW1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/o_small_s.png,False,to,L,plain,plain,wall,explain,,False,spoked,0.0
1646,9,spoked,D,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,do,L,plain,plain,wall,explain,,False,spoked,0.0
1647,9,spoked,D,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,do,L,plain,plain,wall,explain,,False,spoked,0.0
1648,9,spoked,D,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,do,L,plain,plain,wall,explain,,False,spoked,0.0
1649,9,spoked,UW1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/o_small_s.png,False,do,L,plain,plain,wall,explain,,False,spoked,0.0
1650,9,spoked,UW1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/o_small_s.png,False,do,L,plain,plain,wall,explain,,False,spoked,0.0
1651,9,spoked,UW1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/o_small_s.png,False,do,L,plain,plain,wall,explain,,False,spoked,0.0
1652,9,spoked,IH1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,is,L,plain,plain,wall,explain,,False,spoked,0.0
1653,9,spoked,IH1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,is,L,plain,plain,wall,explain,,False,spoked,0.0
1654,9,spoked,IH1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,is,L,plain,plain,wall,explain,,False,spoked,0.0
1655,9,spoked,Z,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,is,L,plain,plain,wall,explain,,False,spoked,0.0
1656,9,spoked,Z,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,is,L,plain,plain,wall,explain,,False,spoked,0.0
1657,9,spoked,P,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1658,9,spoked,P,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1659,9,spoked,R,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1660,9,spoked,R,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1661,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1662,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1663,9,spoked,V,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1664,9,spoked,V,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1665,9,spoked,AY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1666,9,spoked,AY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1667,9,spoked,D,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1668,9,spoked,D,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,provide,L,plain,plain,wall,explain,,False,spoked,0.0
1669,9,spoked,DH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,the,L,plain,plain,wall,explain,,False,spoked,0.0
1670,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,the,L,plain,plain,wall,explain,,False,spoked,0.0
1671,9,spoked,IH2,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1672,9,spoked,IH2,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1673,9,spoked,IH2,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1674,9,spoked,N,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1675,9,spoked,N,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1676,9,spoked,F,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1677,9,spoked,F,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1678,9,spoked,ER0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1679,9,spoked,ER0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1680,9,spoked,M,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1681,9,spoked,M,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1682,9,spoked,EY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1683,9,spoked,EY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1684,9,spoked,SH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1685,9,spoked,SH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1686,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1687,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1688,9,sad,,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,L,plain,plain,wall,explain,,False,spoked,0.0
1689,9,spoked,IH2,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1690,9,spoked,IH2,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1691,9,spoked,IH2,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1692,9,spoked,N,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1693,9,spoked,N,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1694,9,spoked,F,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1695,9,spoked,F,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1696,9,spoked,ER0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1697,9,spoked,ER0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1698,9,spoked,M,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1699,9,spoked,M,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1700,9,spoked,EY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1701,9,spoked,EY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1702,9,spoked,SH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1703,9,spoked,SH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
1704,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,,False,spoked,0.0
