frame,character,emotion,phonem,blinking_choice,eyes_emotion_choice,intensity,eyes_position,mouth_image_path,pause,word,head_direction,screen_mode,background_type,background_name,body_action,body_path,reaction_bool,reaction,zoom 
591,9,glare,N,not_blinking,glare,True,L,./images/mouth/character_9/sad/th_s.png,False,one,R,plain,plain,wall,why,,False,glare,1.5
592,9,glare,N,not_blinking,glare,True,L,./images/mouth/character_9/sad/th_s.png,False,one,R,plain,plain,wall,why,,False,glare,1.5
593,9,glare,M,not_blinking,glare,True,L,./images/mouth/character_9/sad/m_b_close_s.png,False,minute,R,plain,plain,wall,why,,False,glare,1.5
594,9,glare,M,not_blinking,glare,True,L,./images/mouth/character_9/sad/m_b_close_s.png,False,minute,R,plain,plain,wall,why,,False,glare,1.5
595,9,glare,IH1,not_blinking,glare,True,L,./images/mouth/character_9/sad/a_e_s.png,False,minute,R,plain,plain,wall,why,,False,glare,1.5
596,9,glare,IH1,not_blinking,glare,True,L,./images/mouth/character_9/sad/a_e_s.png,False,minute,R,plain,plain,wall,why,,False,glare,1.5
597,9,glare,N,not_blinking,glare,True,L,./images/mouth/character_9/sad/th_s.png,False,minute,R,plain,plain,wall,why,,False,glare,1.5
598,9,glare,AH0,not_blinking,glare,True,L,./images/mouth/character_9/sad/a_e_s.png,False,minute,R,plain,plain,wall,why,,False,glare,1.5
599,9,glare,T,not_blinking,glare,True,L,./images/mouth/character_9/sad/th_s.png,False,minute,R,plain,plain,wall,why,,False,glare,1.5
600,9,sad,,not_blinking,glare,True,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,R,plain,plain,wall,why,,False,glare,1.5
601,9,glare,AH1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,of,M,plain,plain,wall,why,,False,glare,1.5
602,9,glare,AH1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,of,M,plain,plain,wall,why,,False,glare,1.5
603,9,glare,AH1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,of,M,plain,plain,wall,why,,False,glare,1.5
604,9,glare,AH1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,of,M,plain,plain,wall,why,,False,glare,1.5
605,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,of,M,plain,plain,wall,why,,False,glare,1.5
606,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,of,M,plain,plain,wall,why,,False,glare,1.5
607,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,of,M,plain,plain,wall,why,,False,glare,1.5
608,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,why,,False,glare,1.5
609,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
610,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
611,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
612,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
613,9,glare,AW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
614,9,glare,AW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
615,9,glare,AW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
616,9,glare,DH,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
617,9,glare,DH,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
618,9,glare,DH,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,mouth,M,plain,plain,wall,why,,False,glare,1.5
619,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,why,,False,glare,1.5
620,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,why,,False,glare,1.5
621,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
622,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
623,9,glare,UW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
624,9,glare,UW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
625,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
626,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
627,9,glare,AH0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
628,9,glare,AH0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
629,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
630,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
631,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
632,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
633,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,why,,False,glare,1.5
634,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
635,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
636,9,glare,UW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
637,9,glare,UW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
638,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
639,9,glare,V,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
640,9,glare,AH0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
641,9,glare,AH0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
642,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
643,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
644,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
645,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,movement,M,plain,plain,wall,why,,False,glare,1.5
646,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,me,M,plain,plain,wall,why,,False,glare,1.5
647,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,me,M,plain,plain,wall,why,,False,glare,1.5
648,9,glare,M,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,me,M,plain,plain,wall,why,,False,glare,1.5
649,9,glare,IY1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,me,M,plain,plain,wall,why,,False,glare,1.5
650,9,glare,IY1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,me,M,plain,plain,wall,why,,False,glare,1.5
651,9,glare,ER0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,,False,glare,1.5
652,9,glare,ER0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,,False,glare,1.5
653,9,glare,ER0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,,False,glare,1.5
654,9,glare,AW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,,False,glare,1.5
655,9,glare,AW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,around,M,plain,plain,wall,technical,,False,glare,1.5
656,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,around,M,plain,plain,wall,technical,,False,glare,1.5
657,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,around,M,plain,plain,wall,technical,,False,glare,1.5
658,9,glare,D,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,around,M,plain,plain,wall,technical,,False,glare,1.5
659,9,glare,D,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,around,M,plain,plain,wall,technical,,False,glare,1.5
660,9,glare,W,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,one,M,plain,plain,wall,technical,,False,glare,1.5
661,9,glare,W,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,one,M,plain,plain,wall,technical,,False,glare,1.5
662,9,glare,AH1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,one,M,plain,plain,wall,technical,,False,glare,1.5
663,9,glare,AH1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,one,M,plain,plain,wall,technical,,False,glare,1.5
664,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,one,M,plain,plain,wall,technical,,False,glare,1.5
665,9,glare,N,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,one,M,plain,plain,wall,technical,,False,glare,1.5
666,9,glare,AW1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,hour,M,plain,plain,wall,technical,,False,glare,1.5
667,9,glare,ER0,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,hour,M,plain,plain,wall,technical,,False,glare,1.5
668,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
669,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
670,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
671,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
672,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
673,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
674,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
675,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
676,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
677,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
678,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
679,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
680,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
681,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
682,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
683,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
684,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
685,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
686,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
687,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
688,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
689,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
690,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
691,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
692,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
693,9,sad,,not_blinking,glare,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
694,9,glare,W,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,was,M,plain,plain,wall,technical,,False,glare,1.5
695,9,glare,W,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,was,M,plain,plain,wall,technical,,False,glare,1.5
696,9,glare,W,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,was,M,plain,plain,wall,technical,,False,glare,1.5
697,9,glare,AA1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,was,M,plain,plain,wall,technical,,False,glare,1.5
698,9,glare,AA1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,was,M,plain,plain,wall,technical,,False,glare,1.5
699,9,glare,Z,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,was,M,plain,plain,wall,technical,,False,glare,1.5
700,9,glare,Z,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,was,M,plain,plain,wall,technical,,False,glare,1.5
701,9,glare,F,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,fun,M,plain,plain,wall,technical,,False,glare,1.5
702,9,glare,F,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,fun,M,plain,plain,wall,technical,,False,glare,1.5
703,9,glare,F,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,fun,M,plain,plain,wall,technical,,False,glare,1.5
704,9,glare,AH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,fun,M,plain,plain,wall,technical,,False,glare,1.5
705,9,glare,AH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,fun,M,plain,plain,wall,technical,,False,glare,1.5
706,9,glare,AH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,fun,M,plain,plain,wall,technical,,False,glare,1.5
707,9,glare,N,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,fun,M,plain,plain,wall,technical,,False,glare,1.5
708,9,glare,N,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,fun,M,plain,plain,wall,technical,,False,glare,1.5
709,9,glare,N,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,fun,M,plain,plain,wall,technical,,False,glare,1.5
710,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
711,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
712,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
713,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
714,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
715,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
716,9,glare,DH,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,the,M,plain,plain,wall,technical,,False,glare,1.5
717,9,glare,AH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,the,M,plain,plain,wall,technical,,False,glare,1.5
718,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
719,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
720,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
721,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
722,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
723,9,glare,G,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
724,9,glare,G,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
725,9,glare,IH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
726,9,glare,IH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
727,9,glare,N,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
728,9,glare,N,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
729,9,glare,NG,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
730,9,glare,NG,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
731,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
732,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
733,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
734,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
735,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
736,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
737,9,glare,G,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
738,9,glare,G,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
739,9,glare,IH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
740,9,glare,IH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
741,9,glare,N,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
742,9,glare,N,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
743,9,glare,NG,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
744,9,glare,NG,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,beginning,M,plain,plain,wall,technical,,False,glare,1.5
745,9,glare,AY1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,I,L,plain,plain,wall,explain,,False,glare,1.5
746,9,glare,AY1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,I,L,plain,plain,wall,explain,,False,glare,1.5
747,9,glare,AY1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,I,L,plain,plain,wall,explain,,False,glare,1.5
748,9,glare,AY1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,I,L,plain,plain,wall,explain,,False,glare,1.5
749,9,glare,AY1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,I,L,plain,plain,wall,explain,,False,glare,1.5
750,9,glare,G,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,got,L,plain,plain,wall,explain,,False,glare,1.5
751,9,glare,G,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,got,L,plain,plain,wall,explain,,False,glare,1.5
752,9,glare,AA1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,got,L,plain,plain,wall,explain,,False,glare,1.5
753,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,got,L,plain,plain,wall,explain,,False,glare,1.5
754,9,spoked,B,not_blinking,spoked,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
755,9,spoked,B,not_blinking,spoked,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
756,9,spoked,B,not_blinking,spoked,True,R,./images/mouth/character_9/sad/m_b_close_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
757,9,spoked,AO1,not_blinking,spoked,True,R,./images/mouth/character_9/sad/a_e_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
758,9,spoked,AO1,not_blinking,spoked,True,R,./images/mouth/character_9/sad/a_e_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
759,9,spoked,AO1,not_blinking,spoked,True,R,./images/mouth/character_9/sad/a_e_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
760,9,spoked,R,not_blinking,spoked,True,R,./images/mouth/character_9/sad/th_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
761,9,spoked,R,not_blinking,spoked,True,R,./images/mouth/character_9/sad/th_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
762,9,spoked,D,not_blinking,spoked,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
763,9,spoked,D,not_blinking,spoked,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,bored,L,plain,plain,wall,explain,,False,spoked,0.0
764,9,spoked,D,not_blinking,spoked,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,doing,L,plain,plain,wall,explain,,False,spoked,0.0
765,9,spoked,D,not_blinking,spoked,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,doing,L,plain,plain,wall,explain,,False,spoked,0.0
766,9,spoked,UW1,not_blinking,spoked,True,R,./images/mouth/character_9/sad/o_small_s.png,False,doing,L,plain,plain,wall,explain,,False,spoked,0.0
767,9,spoked,UW1,not_blinking,spoked,True,R,./images/mouth/character_9/sad/o_small_s.png,False,doing,L,plain,plain,wall,explain,,False,spoked,0.0
768,9,spoked,IH0,not_blinking,spoked,True,R,./images/mouth/character_9/sad/a_e_s.png,False,doing,L,plain,plain,wall,explain,,False,spoked,0.0
769,9,spoked,IH0,not_blinking,spoked,True,R,./images/mouth/character_9/sad/a_e_s.png,False,doing,L,plain,plain,wall,explain,,False,spoked,0.0
770,9,spoked,NG,not_blinking,spoked,True,R,./images/mouth/character_9/sad/th_s.png,False,doing,L,plain,plain,wall,explain,,False,spoked,0.0
771,9,spoked,NG,not_blinking,spoked,True,R,./images/mouth/character_9/sad/th_s.png,False,doing,L,plain,plain,wall,explain,,False,spoked,0.0
772,9,spoked,IH1,not_blinking,spoked,True,R,./images/mouth/character_9/sad/a_e_s.png,False,it,L,plain,plain,wall,explain,,False,spoked,0.0
773,9,spoked,IH1,not_blinking,spoked,True,R,./images/mouth/character_9/sad/a_e_s.png,False,it,L,plain,plain,wall,explain,,False,spoked,0.0
774,9,spoked,IH1,not_blinking,spoked,True,R,./images/mouth/character_9/sad/a_e_s.png,False,it,L,plain,plain,wall,explain,,False,spoked,0.0
775,9,spoked,T,not_blinking,spoked,True,R,./images/mouth/character_9/sad/th_s.png,False,it,L,plain,plain,wall,explain,,False,spoked,0.0
776,9,spoked,T,not_blinking,spoked,True,R,./images/mouth/character_9/sad/th_s.png,False,it,L,plain,plain,wall,explain,,False,spoked,0.0
777,9,sad,,not_blinking,spoked,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,L,plain,plain,wall,explain,,False,spoked,0.0
778,9,sad,,not_blinking,spoked,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,L,plain,plain,wall,explain,,False,spoked,0.0
779,9,sad,,not_blinking,spoked,True,R,./images/mouth/character_9/sad/m_b_close_s.png,True,,L,plain,plain,wall,explain,,False,spoked,0.0
